cleaned_full_text,indexed_text
aku si milenial yg dulu nyebutnya juga busway tapi skrg tije,[0]aku [1]si [2]milenial [3]yg [4]dulu [5]nyebutnya [6]juga [7]busway [8]tapi [9]skrg [10]tije
ada kali orang nangis di busway koridor,[0]ada [1]kali [2]orang [3]nangis [4]di [5]busway [6]koridor
akhir ini aku makin suka naik transjakarta krn musim hujan terus sering kepikiran dia eh ternyata walaupun harta kami berbeda kami tetap suka angkutan umum n jadi passenger princess semoga angkutan umum indo makin bagus biar makin banyak yg happy naik angkutan umum,[0]akhir [1]ini [2]aku [3]makin [4]suka [5]naik [6]transjakarta [7]krn [8]musim [9]hujan [10]terus [11]sering [12]kepikiran [13]dia [14]eh [15]ternyata [16]walaupun [17]harta [18]kami [19]berbeda [20]kami [21]tetap [22]suka [23]angkutan [24]umum [25]n [26]jadi [27]passenger [28]princess [29]semoga [30]angkutan [31]umum [32]indo [33]makin [34]bagus [35]biar [36]makin [37]banyak [38]yg [39]happy [40]naik [41]angkutan [42]umum
kampretttt busway nya dah abis pls jemput gue di rasuna said,[0]kampretttt [1]busway [2]nya [3]dah [4]abis [5]pls [6]jemput [7]gue [8]di [9]rasuna [10]said
kak dari kelapa dua sasak mau ke fatmawati city center rutenya bagaimana ya,[0]kak [1]dari [2]kelapa [3]dua [4]sasak [5]mau [6]ke [7]fatmawati [8]city [9]center [10]rutenya [11]bagaimana [12]ya
terima kasih untuk yang membuat tanggal merah di hari senin ini jalanan kosong bgt busway juga kosong melompong,[0]terima [1]kasih [2]untuk [3]yang [4]membuat [5]tanggal [6]merah [7]di [8]hari [9]senin [10]ini [11]jalanan [12]kosong [13]bgt [14]busway [15]juga [16]kosong [17]melompong
tj perenara for the haka nzlvarg,[0]tj [1]perenara [2]for [3]the [4]haka [5]nzlvarg
turun busway makan malamlanjut kerjaan,[0]turun [1]busway [2]makan [3]malamlanjut [4]kerjaan
ga lagi pulang dri rs pake busway rungkadddd,[0]ga [1]lagi [2]pulang [3]dri [4]rs [5]pake [6]busway [7]rungkadddd
alasan naik busway numpang nangis,[0]alasan [1]naik [2]busway [3]numpang [4]nangis
kok jadi banyak hapus rute gini ya kelen kembalikan lah itu kopaja or metronimi lagi biar bisa isi rute mati,[0]kok [1]jadi [2]banyak [3]hapus [4]rute [5]gini [6]ya [7]kelen [8]kembalikan [9]lah [10]itu [11]kopaja [12]or [13]metronimi [14]lagi [15]biar [16]bisa [17]isi [18]rute [19]mati
busway nomor berapaa yang ada mark nya,[0]busway [1]nomor [2]berapaa [3]yang [4]ada [5]mark [6]nya
apakah d operasi di weekend,[0]apakah [1]d [2]operasi [3]di [4]weekend
min busway dari lebak bulus ke gandaria city ada gaksi,[0]min [1]busway [2]dari [3]lebak [4]bulus [5]ke [6]gandaria [7]city [8]ada [9]gaksi
hati hati di gatot subroto lipi atau widya chandra busway sebelah kanan berhenti mengular,[0]hati [1]hati [2]di [3]gatot [4]subroto [5]lipi [6]atau [7]widya [8]chandra [9]busway [10]sebelah [11]kanan [12]berhenti [13]mengular
lalinsonora jalan otto iskandardinata otista arah cawang kompor jakarta dari mcd otista sampai cawang kompor terpantau padat merayap banyak pemotor menembus kepadatan dengan memasuki jalur khusus bus busway berawan,[0]lalinsonora [1]jalan [2]otto [3]iskandardinata [4]otista [5]arah [6]cawang [7]kompor [8]jakarta [9]dari [10]mcd [11]otista [12]sampai [13]cawang [14]kompor [15]terpantau [16]padat [17]merayap [18]banyak [19]pemotor [20]menembus [21]kepadatan [22]dengan [23]memasuki [24]jalur [25]khusus [26]bus [27]busway [28]berawan
dinas perhubungan provinsi jakarta berencana menghapus rute transjakarta yang bersinggungan dengan jalur mrt supaya tidak terjadi tumpang tindih antar moda transportasi umum trayek bus transjakarta koridor satu dengan rute kotablok m pun rencananya akan dihapus smartnews,[0]dinas [1]perhubungan [2]provinsi [3]jakarta [4]berencana [5]menghapus [6]rute [7]transjakarta [8]yang [9]bersinggungan [10]dengan [11]jalur [12]mrt [13]supaya [14]tidak [15]terjadi [16]tumpang [17]tindih [18]antar [19]moda [20]transportasi [21]umum [22]trayek [23]bus [24]transjakarta [25]koridor [26]satu [27]dengan [28]rute [29]kotablok [30]m [31]pun [32]rencananya [33]akan [34]dihapus [35]smartnews
kyaknya nanti klo ke balai sarbini pake tj bakal macet bgt ga si,[0]kyaknya [1]nanti [2]klo [3]ke [4]balai [5]sarbini [6]pake [7]tj [8]bakal [9]macet [10]bgt [11]ga [12]si
tiba ada tentara naik busway gue kan trs dia nyuru yg cowo bangun dia jongkok ngecek kolong bangku anjir gue degdegan ngeri ada apaan gitu nih mobil,[0]tiba [1]ada [2]tentara [3]naik [4]busway [5]gue [6]kan [7]trs [8]dia [9]nyuru [10]yg [11]cowo [12]bangun [13]dia [14]jongkok [15]ngecek [16]kolong [17]bangku [18]anjir [19]gue [20]degdegan [21]ngeri [22]ada [23]apaan [24]gitu [25]nih [26]mobil
gue ngakak sambil berdiri di busway wkwkwkwkw,[0]gue [1]ngakak [2]sambil [3]berdiri [4]di [5]busway [6]wkwkwkwkw
astaghfirullah mampang sering banget kebakaran seberang halte busway mampang prapatan,[0]astaghfirullah [1]mampang [2]sering [3]banget [4]kebakaran [5]seberang [6]halte [7]busway [8]mampang [9]prapatan
transjakarta vintage series selalu bikin senyum cakep banget,[0]transjakarta [1]vintage [2]series [3]selalu [4]bikin [5]senyum [6]cakep [7]banget
layar sistem informasi bus di depan arion mall mati,[0]layar [1]sistem [2]informasi [3]bus [4]di [5]depan [6]arion [7]mall [8]mati
baru ngeehhh shows ssk ditambah sts nya pula kwkkwwkw sehat dahhh anyway busway enjoy yaaaa di sby nanti ada yg pantau tmn om mu disana safe travel,[0]baru [1]ngeehhh [2]shows [3]ssk [4]ditambah [5]sts [6]nya [7]pula [8]kwkkwwkw [9]sehat [10]dahhh [11]anyway [12]busway [13]enjoy [14]yaaaa [15]di [16]sby [17]nanti [18]ada [19]yg [20]pantau [21]tmn [22]om [23]mu [24]disana [25]safe [26]travel
hai koridor n dari taman ria beroperasi sampai jam berapa yaa,[0]hai [1]koridor [2]n [3]dari [4]taman [5]ria [6]beroperasi [7]sampai [8]jam [9]berapa [10]yaa
mana ini busway ga dateng dateng,[0]mana [1]ini [2]busway [3]ga [4]dateng [5]dateng
agak takut naik tj tengah malem tp seruu,[0]agak [1]takut [2]naik [3]tj [4]tengah [5]malem [6]tp [7]seruu
rute a semenjak perpanjang sampe monas jadi lama banget biasa sampe juanda aja udah lamaaa ni makin makin lamanya mau sepagi apapun datengnya ttp aja harus nunggu menit,[0]rute [1]a [2]semenjak [3]perpanjang [4]sampe [5]monas [6]jadi [7]lama [8]banget [9]biasa [10]sampe [11]juanda [12]aja [13]udah [14]lamaaa [15]ni [16]makin [17]makin [18]lamanya [19]mau [20]sepagi [21]apapun [22]datengnya [23]ttp [24]aja [25]harus [26]nunggu [27]menit
to supir tj dc w suka cara u satset di cawang tp ga suka cara u ngerem,[0]to [1]supir [2]tj [3]dc [4]w [5]suka [6]cara [7]u [8]satset [9]di [10]cawang [11]tp [12]ga [13]suka [14]cara [15]u [16]ngerem
kok ituan busway di google maps gak akurat sih,[0]kok [1]ituan [2]busway [3]di [4]google [5]maps [6]gak [7]akurat [8]sih
by the way anyway busway kebijakan ig baru lagi sekarang,[0]by [1]the [2]way [3]anyway [4]busway [5]kebijakan [6]ig [7]baru [8]lagi [9]sekarang
jak ke tg priok bus stop nya dimana sih sebenernya saya nunggu di samping terminal diblg suruh di depan udah berhenti di depan pun jg disuruh ke samping lg di oper melulu kejelasannya dong tolong aneh banget miskomunikasi gini bikin bingung,[0]jak [1]ke [2]tg [3]priok [4]bus [5]stop [6]nya [7]dimana [8]sih [9]sebenernya [10]saya [11]nunggu [12]di [13]samping [14]terminal [15]diblg [16]suruh [17]di [18]depan [19]udah [20]berhenti [21]di [22]depan [23]pun [24]jg [25]disuruh [26]ke [27]samping [28]lg [29]di [30]oper [31]melulu [32]kejelasannya [33]dong [34]tolong [35]aneh [36]banget [37]miskomunikasi [38]gini [39]bikin [40]bingung
min mhn bantuan ada keributan krn supir mikrotrans jaka saya ngga ngeh no bodinya berapa di bwh bdl dg oknum supir ojol dg plat no tertera tdk sngaja menyenggol kendaraan tsb membuat kemacetan di pertigaan raden saleh mhn dibantu u supir mikrotrans nya,[0]min [1]mhn [2]bantuan [3]ada [4]keributan [5]krn [6]supir [7]mikrotrans [8]jaka [9]saya [10]ngga [11]ngeh [12]no [13]bodinya [14]berapa [15]di [16]bwh [17]bdl [18]dg [19]oknum [20]supir [21]ojol [22]dg [23]plat [24]no [25]tertera [26]tdk [27]sngaja [28]menyenggol [29]kendaraan [30]tsb [31]membuat [32]kemacetan [33]di [34]pertigaan [35]raden [36]saleh [37]mhn [38]dibantu [39]u [40]supir [41]mikrotrans [42]nya
infotransjakarta koridor ragunan galunggung di halte setiabudi arah ragunan saat ini sudah beroperasi normal kembali melayani pelanggan tanpa pengalihan jaki perlutahu koridor,[0]infotransjakarta [1]koridor [2]ragunan [3]galunggung [4]di [5]halte [6]setiabudi [7]arah [8]ragunan [9]saat [10]ini [11]sudah [12]beroperasi [13]normal [14]kembali [15]melayani [16]pelanggan [17]tanpa [18]pengalihan [19]jaki [20]perlutahu [21]koridor
hai kak silakan naik koridor arah kota lalu naik koridor transit di halte sunter kelapa gading dan naik rute p turun di bus stop jln sunter permai yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih zl,[0]hai [1]kak [2]silakan [3]naik [4]koridor [5]arah [6]kota [7]lalu [8]naik [9]koridor [10]transit [11]di [12]halte [13]sunter [14]kelapa [15]gading [16]dan [17]naik [18]rute [19]p [20]turun [21]di [22]bus [23]stop [24]jln [25]sunter [26]permai [27]yuk [28]unduh [29]aplikasi [30]versi [31]terbarunya [32]aplikasi [33]tj [34]transjakarta [35]ya [36]kak [37]terima [38]kasih [39]zl
janji mas prambang doel golongan gratis transportasi publik dan akan memberikan gratis terhadap golongan masyarakat yang bisa menggunakan seluruh transportasi publik yang ada di jakarta seperti mrt lrt busway dan jaklingko jakartabrsri pramdol mnang,[0]janji [1]mas [2]prambang [3]doel [4]golongan [5]gratis [6]transportasi [7]publik [8]dan [9]akan [10]memberikan [11]gratis [12]terhadap [13]golongan [14]masyarakat [15]yang [16]bisa [17]menggunakan [18]seluruh [19]transportasi [20]publik [21]yang [22]ada [23]di [24]jakarta [25]seperti [26]mrt [27]lrt [28]busway [29]dan [30]jaklingko [31]jakartabrsri [32]pramdol [33]mnang
capek bgtt seminggu ini pp depok bintaro buset tj udah jadi kasur kedua cuma gw tetep happy cause ga ngerasa salah jurusanprodi this is exactly what i want soalnya,[0]capek [1]bgtt [2]seminggu [3]ini [4]pp [5]depok [6]bintaro [7]buset [8]tj [9]udah [10]jadi [11]kasur [12]kedua [13]cuma [14]gw [15]tetep [16]happy [17]cause [18]ga [19]ngerasa [20]salah [21]jurusanprodi [22]this [23]is [24]exactly [25]what [26]i [27]want [28]soalnya
lucu bgt kok aku bru tau ada busway khusus wanita ih kudet bgt kmn aja ak slma ini,[0]lucu [1]bgt [2]kok [3]aku [4]bru [5]tau [6]ada [7]busway [8]khusus [9]wanita [10]ih [11]kudet [12]bgt [13]kmn [14]aja [15]ak [16]slma [17]ini
bentar bentar ini gua di tj napa bau nasi baru mateng,[0]bentar [1]bentar [2]ini [3]gua [4]di [5]tj [6]napa [7]bau [8]nasi [9]baru [10]mateng
hai kak layanan rute a monumen nasional jis beroperasi setiap hari mulai pukul wib dari jis arah juanda dan dari monumen nasional bus masih melayani kembali arah jis yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih yj,[0]hai [1]kak [2]layanan [3]rute [4]a [5]monumen [6]nasional [7]jis [8]beroperasi [9]setiap [10]hari [11]mulai [12]pukul [13]wib [14]dari [15]jis [16]arah [17]juanda [18]dan [19]dari [20]monumen [21]nasional [22]bus [23]masih [24]melayani [25]kembali [26]arah [27]jis [28]yuk [29]unduh [30]aplikasi [31]versi [32]terbarunya [33]aplikasi [34]tj [35]transjakarta [36]ya [37]kak [38]terima [39]kasih [40]yj
anjir cape bgt bangsat balik kerja nonton live bday wonu di busway dengan tatapan kosong dan helaan napas tp aku tetep senyum soalnya anak baik rambutnya dipotong skrg,[0]anjir [1]cape [2]bgt [3]bangsat [4]balik [5]kerja [6]nonton [7]live [8]bday [9]wonu [10]di [11]busway [12]dengan [13]tatapan [14]kosong [15]dan [16]helaan [17]napas [18]tp [19]aku [20]tetep [21]senyum [22]soalnya [23]anak [24]baik [25]rambutnya [26]dipotong [27]skrg
hai kak silakan naik rut jak b turun di bus stop jln cikoko timur i lalu menuju halte cikoko untuk naik rute k turun di halte pasar santa dilanjutkan dengan berjalan kaki ya kak yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih yj,[0]hai [1]kak [2]silakan [3]naik [4]rut [5]jak [6]b [7]turun [8]di [9]bus [10]stop [11]jln [12]cikoko [13]timur [14]i [15]lalu [16]menuju [17]halte [18]cikoko [19]untuk [20]naik [21]rute [22]k [23]turun [24]di [25]halte [26]pasar [27]santa [28]dilanjutkan [29]dengan [30]berjalan [31]kaki [32]ya [33]kak [34]yuk [35]unduh [36]aplikasi [37]versi [38]terbarunya [39]aplikasi [40]tj [41]transjakarta [42]ya [43]kak [44]terima [45]kasih [46]yj
transjakarta perlu kaya gini dibalik buat ngabisin org tolol yg ngambil jalur seenaknya para supirnya tuh kasian loh kalo motor udh nyelip trus masuk blind spot blm lagi yg kalo ada puteran balik di jalurnya malah tj yg dipaksa ngerem anjg,[0]transjakarta [1]perlu [2]kaya [3]gini [4]dibalik [5]buat [6]ngabisin [7]org [8]tolol [9]yg [10]ngambil [11]jalur [12]seenaknya [13]para [14]supirnya [15]tuh [16]kasian [17]loh [18]kalo [19]motor [20]udh [21]nyelip [22]trus [23]masuk [24]blind [25]spot [26]blm [27]lagi [28]yg [29]kalo [30]ada [31]puteran [32]balik [33]di [34]jalurnya [35]malah [36]tj [37]yg [38]dipaksa [39]ngerem [40]anjg
naik tj perjalanan jam hoekkk,[0]naik [1]tj [2]perjalanan [3]jam [4]hoekkk
ya masalahnya emang salah semua mobil pengendara mobil ngga tau diri jalur busway diambil parkir sembarangan di trotoar atau di bahu jalan makin banyak yg naik mobil ya makin macet lah pelaku catcalling peleceh pemerkosa tukang copet tukang begal kebanyakan siapa,[0]ya [1]masalahnya [2]emang [3]salah [4]semua [5]mobil [6]pengendara [7]mobil [8]ngga [9]tau [10]diri [11]jalur [12]busway [13]diambil [14]parkir [15]sembarangan [16]di [17]trotoar [18]atau [19]di [20]bahu [21]jalan [22]makin [23]banyak [24]yg [25]naik [26]mobil [27]ya [28]makin [29]macet [30]lah [31]pelaku [32]catcalling [33]peleceh [34]pemerkosa [35]tukang [36]copet [37]tukang [38]begal [39]kebanyakan [40]siapa
dua mushola di halte busway bunderan hi di kunci sudah buruburu eh dikunci,[0]dua [1]mushola [2]di [3]halte [4]busway [5]bunderan [6]hi [7]di [8]kunci [9]sudah [10]buruburu [11]eh [12]dikunci
axel axel kamu suka naik busway gaaaaa axel axelots,[0]axel [1]axel [2]kamu [3]suka [4]naik [5]busway [6]gaaaaa [7]axel [8]axelots
takut banget dihalte busway gw digoda goda sama kokokoko udah berumur ngeliatinnya gitu banget juga,[0]takut [1]banget [2]dihalte [3]busway [4]gw [5]digoda [6]goda [7]sama [8]kokokoko [9]udah [10]berumur [11]ngeliatinnya [12]gitu [13]banget [14]juga
ngga guys udah di busway,[0]ngga [1]guys [2]udah [3]di [4]busway
org di transjakarta halimun kenapa dh jelas jelas ada org di dalem ngetok x dgn jarak waktu yg masi deketan anjg kan artinya ada org ya kalo dikunci ternyata pas gue buka itu ad org mau ngepel kek sabar lah anjg sebel bgt gua,[0]org [1]di [2]transjakarta [3]halimun [4]kenapa [5]dh [6]jelas [7]jelas [8]ada [9]org [10]di [11]dalem [12]ngetok [13]x [14]dgn [15]jarak [16]waktu [17]yg [18]masi [19]deketan [20]anjg [21]kan [22]artinya [23]ada [24]org [25]ya [26]kalo [27]dikunci [28]ternyata [29]pas [30]gue [31]buka [32]itu [33]ad [34]org [35]mau [36]ngepel [37]kek [38]sabar [39]lah [40]anjg [41]sebel [42]bgt [43]gua
td siang pas balik dr rumah oma nungguin busway mau ke blok m ngurusin kerjaan ga sengaja ketemu temen istimewa unknown what i mean tp nggak ada yg nolongin akhirnya gue bantuin satu hal yg bikin perasaan gue hangat pas si kakaknya bilang makasih ya mbak,[0]td [1]siang [2]pas [3]balik [4]dr [5]rumah [6]oma [7]nungguin [8]busway [9]mau [10]ke [11]blok [12]m [13]ngurusin [14]kerjaan [15]ga [16]sengaja [17]ketemu [18]temen [19]istimewa [20]unknown [21]what [22]i [23]mean [24]tp [25]nggak [26]ada [27]yg [28]nolongin [29]akhirnya [30]gue [31]bantuin [32]satu [33]hal [34]yg [35]bikin [36]perasaan [37]gue [38]hangat [39]pas [40]si [41]kakaknya [42]bilang [43]makasih [44]ya [45]mbak
min info posisi minitrans ke manggarai dari rs persahabatan dong udh lama nunggunya nih,[0]min [1]info [2]posisi [3]minitrans [4]ke [5]manggarai [6]dari [7]rs [8]persahabatan [9]dong [10]udh [11]lama [12]nunggunya [13]nih
halo min tj w dari stasiun klender ke halte pulo gadung masi operasi ga ya,[0]halo [1]min [2]tj [3]w [4]dari [5]stasiun [6]klender [7]ke [8]halte [9]pulo [10]gadung [11]masi [12]operasi [13]ga [14]ya
si biru transjakarta pt bianglala metropolitan hino rkjskanhj r ultima tri sakti evonext new armada mercedes benz oh at transliner tri sakti,[0]si [1]biru [2]transjakarta [3]pt [4]bianglala [5]metropolitan [6]hino [7]rkjskanhj [8]r [9]ultima [10]tri [11]sakti [12]evonext [13]new [14]armada [15]mercedes [16]benz [17]oh [18]at [19]transliner [20]tri [21]sakti
min dr terminal senen ke jl jelambar baru raya no rtrw jelambar baru kec grogol petamburan kota jakarta barat daerah khusus ibukota jakarta naik koridor brp,[0]min [1]dr [2]terminal [3]senen [4]ke [5]jl [6]jelambar [7]baru [8]raya [9]no [10]rtrw [11]jelambar [12]baru [13]kec [14]grogol [15]petamburan [16]kota [17]jakarta [18]barat [19]daerah [20]khusus [21]ibukota [22]jakarta [23]naik [24]koridor [25]brp
semangat busway terakhir ini,[0]semangat [1]busway [2]terakhir [3]ini
slalu bersyukur dpt duduk mlu stiap naik busway ini,[0]slalu [1]bersyukur [2]dpt [3]duduk [4]mlu [5]stiap [6]naik [7]busway [8]ini
min rute busway dari halte rawa selatan kalo mau ke jl karang tengah raya lebak bulus kec cilandak halte terdekat turun dimana ya,[0]min [1]rute [2]busway [3]dari [4]halte [5]rawa [6]selatan [7]kalo [8]mau [9]ke [10]jl [11]karang [12]tengah [13]raya [14]lebak [15]bulus [16]kec [17]cilandak [18]halte [19]terdekat [20]turun [21]dimana [22]ya
sukses dah buat mascowo yang kalo duduk di busway terus di depannya ada cewek langsung kasih tempat duduknya,[0]sukses [1]dah [2]buat [3]mascowo [4]yang [5]kalo [6]duduk [7]di [8]busway [9]terus [10]di [11]depannya [12]ada [13]cewek [14]langsung [15]kasih [16]tempat [17]duduknya
anjir ke mta naik motor busway krl tinggal naik pesawat kata gue teh,[0]anjir [1]ke [2]mta [3]naik [4]motor [5]busway [6]krl [7]tinggal [8]naik [9]pesawat [10]kata [11]gue [12]teh
btw td gua nabrak pembatas jalan anjir malu bgt gua kan lg asik ya liat aryaduta menteng tuh lah pas liat depan tau gua nabrak pembatas jalan antara busway sama kendaraan biasa kegeser anjir itunya pembatasnya yg warna oren untung gua ga jatoh amp ngeremnya kenceng anjir,[0]btw [1]td [2]gua [3]nabrak [4]pembatas [5]jalan [6]anjir [7]malu [8]bgt [9]gua [10]kan [11]lg [12]asik [13]ya [14]liat [15]aryaduta [16]menteng [17]tuh [18]lah [19]pas [20]liat [21]depan [22]tau [23]gua [24]nabrak [25]pembatas [26]jalan [27]antara [28]busway [29]sama [30]kendaraan [31]biasa [32]kegeser [33]anjir [34]itunya [35]pembatasnya [36]yg [37]warna [38]oren [39]untung [40]gua [41]ga [42]jatoh [43]amp [44]ngeremnya [45]kenceng [46]anjir
jm sgni msi d busway buset rill shrian d luar,[0]jm [1]sgni [2]msi [3]d [4]busway [5]buset [6]rill [7]shrian [8]d [9]luar
tj tj liat noh penumpang lu cinlok,[0]tj [1]tj [2]liat [3]noh [4]penumpang [5]lu [6]cinlok
pernah banget pas naik busway yaudah difikiran udah ovt dan banyak banyak nyebut,[0]pernah [1]banget [2]pas [3]naik [4]busway [5]yaudah [6]difikiran [7]udah [8]ovt [9]dan [10]banyak [11]banyak [12]nyebut
hebat hebat berarti ya yg kerja senin sampai jumat pke kendaraan umum jakarta gua aja setiap pulang event pke busway ga dpt duduk kereta jakarta bogor ga dpt duduk udh tepar kaki,[0]hebat [1]hebat [2]berarti [3]ya [4]yg [5]kerja [6]senin [7]sampai [8]jumat [9]pke [10]kendaraan [11]umum [12]jakarta [13]gua [14]aja [15]setiap [16]pulang [17]event [18]pke [19]busway [20]ga [21]dpt [22]duduk [23]kereta [24]jakarta [25]bogor [26]ga [27]dpt [28]duduk [29]udh [30]tepar [31]kaki
infotransjakarta rute h bundaran senayan tj priok beroperasi pada pukul wib dikarenakan adanya kegiatan hbkb di kawasan sudirman thamrin jaki perlutahu ruteh,[0]infotransjakarta [1]rute [2]h [3]bundaran [4]senayan [5]tj [6]priok [7]beroperasi [8]pada [9]pukul [10]wib [11]dikarenakan [12]adanya [13]kegiatan [14]hbkb [15]di [16]kawasan [17]sudirman [18]thamrin [19]jaki [20]perlutahu [21]ruteh
